,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,remodelled,2ndfloorpres,bighouse
375,375,1248,3.044522437723423,RL,72.0,9.455245415071905,0.0,Lvl,Inside,sloped,NAmes,Norm,1Fam,1Story,5,1.791759469228055,3814209,Hip,None,0.0,1.3862943611198906,PConc,9,0.6931471805599453,BLQ,6.437751649736401,232.0,9,6.85751406254539,0.0,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,400.0,TA,0.0,7,2008,11.775297421715827,1,0,1,0,0,1,0,Metal,55.0,0.0,0,0.0
376,376,2574,4.394449154672439,RL,70.0,9.007489523929735,0.0,Lvl,Inside,flat,NAmes,Norm,1Fam,SLvl,5,1.9459101490553132,3837681,Gable,BrkFace,4.859812404361672,1.3862943611198906,CBlock,9,1.3862943611198906,ALQ,6.618738983517219,102.0,9,7.0431599159883405,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,RFn,796.0,TA,4.465908118654584,3,2006,11.870606902224587,0,0,1,1,1,1,0,Wood,47.0,0.0,0,0.0
377,377,1215,3.044522437723423,RL,90.0,9.200391041122515,0.0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,1.791759469228055,3845521,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,1114.0,9,7.016609683894219,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,RFn,451.0,TA,0.0,5,2008,11.849404844423074,1,0,1,0,0,1,0,Wood,47.0,0.0,0,0.0
378,378,1614,3.044522437723423,RL,95.0,9.521641310026597,0.6931471805599453,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,7,1.9459101490553132,3892729,Gable,BrkFace,7.017506142941256,1.3862943611198906,CBlock,16,1.6094379124341003,ALQ,7.53955882930103,343.0,25,7.707062655370473,0.6931471805599453,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,1.0986122886681098,4,Attchd,Fin,516.0,TA,5.707110264748875,2,2007,12.404927602627597,0,0,1,1,1,1,0,Wood,34.0,0.0,0,0.0
379,379,2039,4.330733340286331,RM,60.0,8.881975184248867,0.0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,2.5Unf,5,2.0794415416798357,3686400,Gable,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,530.0,9,7.013915474810528,0.0,1,0.0,3,0.6931471805599453,1.0986122886681098,Typ,0.0,0,Detchd,Unf,288.0,TA,0.0,3,2007,11.522885696764481,1,0,1,0,0,1,0,Metal,87.0,1.0,1,0.0
380,380,2669,3.044522437723423,RM,65.0,9.18512512283512,0.0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,5,1.791759469228055,3833764,Hip,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,960.0,25,6.8679744089702925,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,624.0,TA,0.0,7,2006,11.736077016252437,0,0,1,0,0,1,0,Wood,48.0,0.0,0,0.0
381,381,1005,4.110873864173311,RL,73.0,9.32232887392423,0.6931471805599453,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,3992004,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,Unf,0.0,932.0,16,7.3987862754199485,0.0,2,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,Fin,460.0,TA,0.0,4,2008,12.117246896289503,1,0,1,1,0,1,0,Vinyl,10.0,0.0,1,0.0
382,382,753,4.330733340286331,RM,92.0,8.616314282284044,0.0,Lvl,Corner,flat,OldTown,Norm,1Fam,2.5Fin,6,1.9459101490553132,3655744,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,755.0,25,7.709756864454165,0.0,1,0.0,5,0.6931471805599453,1.3862943611198906,Typ,0.0,0,None,None,0.0,None,0.0,7,2009,11.552155793461898,1,0,0,0,0,1,0,Wood,97.0,1.0,1,1.0
383,383,1275,3.828641396489095,RL,64.0,8.762646029650282,0.0,Lvl,Corner,flat,NAmes,Feedr,1Fam,1.5Unf,6,2.0794415416798357,3818116,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,936.0,9,6.892641641172089,0.6931471805599453,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,280.0,TA,0.0,6,2008,11.630717389475995,0,0,1,0,0,1,0,Metal,54.0,0.0,0,0.0
384,384,2350,3.044522437723423,RL,79.0,9.234154550075438,0.0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,1.9459101490553132,3920400,Gable,BrkFace,5.062595033026967,1.3862943611198906,CBlock,16,0.6931471805599453,BLQ,6.439350371100098,0.0,9,7.430707082545968,0.6931471805599453,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,Unf,612.0,TA,5.953243334287785,5,2006,12.242891437918386,1,0,1,1,1,1,0,Wood,26.0,0.0,0,0.0
385,385,2762,3.044522437723423,RL,78.0,9.139595967450425,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,4020025,Gable,BrkFace,4.948759890378168,1.6094379124341003,PConc,16,1.6094379124341003,GLQ,4.04305126783455,1558.0,25,7.387090235656757,0.0,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,4,Attchd,Fin,576.0,TA,4.61512051684126,3,2006,12.323860125621126,1,0,1,1,1,1,0,Vinyl,1.0,0.0,0,0.0
386,386,2788,3.044522437723423,RL,60.0,8.881975184248867,0.0,Low,Inside,flat,CollgCr,Norm,1Fam,1Story,5,2.1972245773362196,3888784,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,BLQ,6.082218910376446,427.0,25,6.762729506931879,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,297.0,TA,0.0,3,2006,11.694421681264394,0,0,1,0,0,1,0,Vinyl,34.0,0.0,0,0.0
387,387,2384,3.044522437723423,RL,108.0,9.41156545918937,0.0,Lvl,Corner,flat,NridgHt,Norm,1Fam,1Story,7,1.791759469228055,4024036,Hip,Stone,5.332718793265369,1.6094379124341003,PConc,25,0.6931471805599453,Unf,0.0,1721.0,25,7.462214939768189,0.0,2,0.0,4,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Attchd,RFn,874.0,TA,0.0,9,2006,12.587931300962664,1,0,1,0,1,1,0,Vinyl,0.0,0.0,0,0.0
388,388,2716,3.044522437723423,RL,78.0,9.243388226022383,0.6931471805599453,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,1.9459101490553132,3873024,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Rec,6.3473892096560105,891.0,16,7.451241684987676,0.0,2,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Min1,0.6931471805599453,3,Attchd,RFn,440.0,TA,0.0,7,2006,12.100717685412471,1,0,1,1,0,1,0,Wood,38.0,1.0,0,0.0
389,389,313,4.394449154672439,RL,74.0,9.419709489868552,0.6931471805599453,Lvl,Inside,flat,Mitchel,Norm,1Fam,SLvl,6,1.791759469228055,3904576,Gable,BrkFace,5.817111159963204,1.3862943611198906,CBlock,9,1.3862943611198906,GLQ,6.29156913955832,473.0,9,6.942156705699469,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Unf,888.0,TA,0.0,5,2010,12.042971193457888,0,0,1,0,1,1,0,Wood,34.0,0.0,0,0.0
390,390,84,4.51085950651685,RM,68.0,9.097283649683886,0.0,Lvl,Inside,flat,Sawyer,RRAe,Duplex,1.5Fin,6,1.791759469228055,3912484,Gable,None,0.0,1.3862943611198906,Slab,0,0.0,None,0.0,0.0,9,7.551186867296149,0.0,2,0.0,4,1.0986122886681098,1.3862943611198906,Typ,0.0,0,Attchd,Unf,539.0,TA,0.0,4,2010,11.626263078808801,0,0,1,0,0,0,0,Vinyl,32.0,0.0,1,0.0
391,391,81,3.044522437723423,RL,81.0,9.177093778182547,0.0,Lvl,Corner,flat,SawyerW,Norm,1Fam,1Story,6,1.791759469228055,3936256,Hip,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,GLQ,5.82600010738045,702.0,9,7.001245622069476,0.0,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Unf,480.0,TA,0.0,5,2010,11.931642378754141,0,0,1,0,0,1,0,Wood,26.0,1.0,0,0.0
392,392,2389,4.110873864173311,RL,120.0,9.545096851813893,0.6931471805599453,Lvl,Corner,flat,NridgHt,Norm,1Fam,2Story,9,1.791759469228055,4020025,Hip,BrkFace,6.26530121273771,1.6094379124341003,PConc,16,1.3862943611198906,Unf,0.0,1090.0,25,7.699389406256737,0.0,2,0.6931471805599453,4,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,BuiltIn,Fin,670.0,TA,5.003946305945459,8,2006,12.611541086966115,1,0,1,1,1,1,0,Vinyl,1.0,1.0,1,0.0
393,393,280,4.394449154672439,RL,94.0,8.964439833539357,0.0,Lvl,Inside,flat,Edwards,Norm,1Fam,SLvl,6,1.791759469228055,3904576,Gable,None,0.0,1.3862943611198906,CBlock,9,1.3862943611198906,ALQ,6.0473721790462776,480.0,9,7.0192966537150445,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Detchd,Unf,672.0,TA,4.976733742420574,3,2010,11.580593459194764,0,0,1,1,0,1,0,Wood,34.0,0.0,0,0.0
394,394,190,5.25227342804663,RM,60.0,9.33617975681533,0.0,Lvl,Inside,flat,OldTown,Norm,2fmCon,2Story,4,1.9459101490553132,3553225,Gable,None,0.0,1.3862943611198906,PConc,9,0.6931471805599453,Unf,0.0,777.0,16,7.736743682453495,0.0,2,0.0,4,1.0986122886681098,1.3862943611198906,Typ,0.0,0,Detchd,Unf,560.0,TA,0.0,4,2010,11.715874472198905,1,0,1,0,0,1,0,Vinyl,125.0,1.0,1,0.0
395,395,2371,5.081404364984463,RM,21.0,7.427144133408616,0.0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,6,1.791759469228055,3888784,Gable,BrkFace,6.22455842927536,1.3862943611198906,CBlock,9,0.6931471805599453,ALQ,5.6240175061873385,207.0,9,6.855408798609928,0.0,1,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,264.0,TA,0.0,7,2006,11.39640288460621,0,0,1,0,1,1,0,Wood,34.0,0.0,1,0.0
396,396,213,3.9318256327243257,RL,65.0,8.699848026000312,0.6931471805599453,Bnk,Inside,sloped,SWISU,Norm,1Fam,1.5Fin,6,1.791759469228055,3763600,Gable,None,0.0,1.3862943611198906,CBlock,4,0.6931471805599453,LwQ,5.910796644040527,232.0,25,6.824373670043086,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,231.0,TA,0.0,3,2010,11.461642696843066,1,0,1,0,0,1,0,Vinyl,70.0,1.0,1,0.0
397,397,1864,3.044522437723423,RL,78.0,9.367429587218957,0.0,Lvl,Inside,flat,NWAmes,RRAn,1Fam,1Story,6,1.9459101490553132,3873024,Gable,BrkFace,3.7376696182833684,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,912.0,25,7.050122520269059,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,RFn,412.0,TA,0.0,9,2007,11.873748792455272,1,0,1,0,1,1,0,Metal,39.0,0.0,0,0.0
398,398,37,4.110873864173311,RL,102.0,9.461799234270439,0.6931471805599453,Lvl,Inside,flat,NridgHt,Norm,1Fam,2Story,9,1.791759469228055,4036081,Gable,Stone,5.093750200806762,1.791759469228055,PConc,25,0.6931471805599453,Unf,0.0,1590.0,25,7.755767170102998,0.0,2,0.6931471805599453,3,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,Attchd,Fin,751.0,TA,4.976733742420574,1,2010,12.837777839071741,1,0,1,1,1,1,0,Vinyl,1.0,1.0,1,0.0
399,399,146,3.044522437723423,RL,73.0,9.137877200242468,0.0,Lvl,Inside,flat,NAmes,Feedr,1Fam,1Story,5,1.791759469228055,3841600,Gable,BrkFace,5.783825182329737,1.3862943611198906,CBlock,9,0.6931471805599453,Rec,6.548219102762372,571.0,9,7.142827401161621,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,1.0986122886681098,4,Attchd,Unf,461.0,TA,0.0,4,2010,12.02874460037869,1,0,1,1,1,1,0,Metal,50.0,0.0,0,0.0
400,400,809,4.51085950651685,RL,64.0,8.856376036730422,0.0,Bnk,Inside,flat,SawyerW,Feedr,Duplex,SFoyer,5,1.791759469228055,3916441,Gable,Stone,5.62040086571715,1.3862943611198906,CBlock,16,1.3862943611198906,GLQ,6.99117688712121,0.0,9,7.110696122978827,1.0986122886681098,0,1.0986122886681098,2,1.0986122886681098,1.3862943611198906,Typ,1.0986122886681098,3,Detchd,Unf,528.0,TA,4.795790545596741,6,2009,11.940399914116648,0,0,1,1,1,1,0,Wood,30.0,0.0,0,0.0
401,401,767,4.2626798770413155,RH,54.0,8.799360083179907,0.0,Lvl,Inside,flat,Edwards,Artery,1Fam,2Story,6,1.9459101490553132,3705625,Gambrel,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,BLQ,6.313548046277095,121.0,9,7.222566018822171,0.6931471805599453,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,300.0,TA,4.997212273764115,7,2009,11.548302261270587,0,0,1,0,0,1,0,Wood,84.0,1.0,1,0.0
402,402,262,3.044522437723423,RL,75.0,9.273409063443166,0.0,Lvl,Corner,flat,CollgCr,Norm,1Fam,1Story,5,1.9459101490553132,3904576,Gable,None,0.0,1.3862943611198906,CBlock,9,1.3862943611198906,LwQ,5.209486152841421,0.0,9,6.796823718274855,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Unf,308.0,TA,5.902633333401366,2,2010,11.761354623750297,0,0,1,0,0,1,0,Wood,34.0,0.0,0,0.0
403,403,101,5.081404364984463,FV,73.0,7.658227526161352,0.0,Lvl,Inside,flat,Somerst,Norm,Twnhs,2Story,6,1.791759469228055,4000000,Gable,BrkFace,5.37989735354046,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,5.937536205082426,378.0,25,7.3613754289773485,0.0,2,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Detchd,Unf,440.0,TA,0.0,6,2010,12.086731521684555,1,0,1,0,1,1,0,Metal,10.0,0.0,1,0.0
404,404,48,4.110873864173311,RL,105.0,9.521568058002977,0.0,Lvl,Corner,flat,NridgHt,Norm,1Fam,2Story,8,1.791759469228055,4008004,Gable,BrkFace,5.4510384535657,1.6094379124341003,PConc,16,1.6094379124341003,GLQ,6.361302477572996,1093.0,25,7.719129840906732,0.6931471805599453,2,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,5,Attchd,Fin,756.0,TA,5.476463551931511,6,2010,12.676079399771027,1,0,1,1,1,1,0,Vinyl,8.0,0.0,1,0.0
405,405,489,4.110873864173311,RL,42.0,9.040026434306505,0.6931471805599453,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,4000000,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,GLQ,6.52795791762255,111.0,25,7.323170717943469,0.6931471805599453,2,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,Fin,394.0,TA,0.0,6,2009,12.154784614286667,1,0,1,1,0,1,0,Vinyl,9.0,0.0,1,0.0
406,406,2369,5.081404364984463,RM,21.0,7.427144133408616,0.0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,6,1.791759469228055,3884841,Gable,BrkFace,5.4680601411351315,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,672.0,9,7.105786129481271,0.0,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,None,None,0.0,None,5.308267697401205,4,2006,11.424105180165641,0,0,0,0,1,1,0,Aggregate,35.0,0.0,1,0.0
407,407,707,5.25227342804663,RM,50.0,8.699681400989514,0.0,Lvl,Inside,flat,OldTown,Norm,2fmCon,1.5Fin,5,1.6094379124341003,3818116,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,Unf,0.0,811.0,9,7.23561914106675,0.0,2,0.0,3,1.0986122886681098,1.6094379124341003,Typ,0.0,0,BuiltIn,Unf,256.0,TA,0.0,11,2009,11.440365524765756,0,0,1,0,0,1,0,Wood,55.0,0.0,1,0.0
408,408,1556,4.2626798770413155,C (all),50.0,9.04793908261736,0.0,Lvl,Inside,flat,IDOTRR,Feedr,1Fam,2Story,4,1.6094379124341003,3686400,Gambrel,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,649.0,9,7.183870715062453,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,Unf,250.0,Fa,0.0,7,2008,10.596659732783579,1,0,1,0,0,1,0,Brick,88.0,1.0,1,0.0
409,409,2034,4.2626798770413155,RM,60.0,8.836809882398365,0.0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,2Story,6,2.0794415416798357,3663396,Gable,None,0.0,1.3862943611198906,PConc,9,0.6931471805599453,Unf,0.0,684.0,9,7.212294468500341,0.0,1,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,None,None,0.0,None,4.919980925828125,3,2007,11.751950239425476,1,0,0,0,0,1,0,Wood,93.0,1.0,1,0.0
410,410,308,3.4339872044851463,C (all),66.0,9.072571442231286,0.0,Lvl,Corner,flat,IDOTRR,Norm,1Fam,1Story,4,2.0794415416798357,3594816,Hip,None,0.0,1.0986122886681098,CBlock,9,0.6931471805599453,Unf,0.0,756.0,16,6.859614903654202,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Detchd,RFn,330.0,TA,0.0,6,2010,10.822554427357035,1,0,1,0,0,1,0,Wood,114.0,1.0,0,0.0
411,411,2176,3.044522437723423,RL,63.0,8.976893927666076,0.6931471805599453,Lvl,Corner,flat,Edwards,Norm,1Fam,1Story,6,2.0794415416798357,3904576,Hip,BrkFace,5.1647859739235145,1.3862943611198906,CBlock,9,0.6931471805599453,BLQ,6.62273632394984,392.0,9,7.01571242048723,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,2,Attchd,RFn,504.0,Gd,5.916202062607435,5,2007,11.904974309480183,1,0,1,1,1,1,0,Wood,31.0,0.0,0,0.0
412,412,1549,3.4339872044851463,RM,71.0,8.839421607620602,0.0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1Story,5,1.9459101490553132,3763600,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,ALQ,6.0014148779611505,212.0,25,6.658011045870748,0.0,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Detchd,Fin,924.0,Ex,0.0,2,2008,11.699413330633599,1,0,1,1,0,1,0,Vinyl,68.0,1.0,0,0.0
413,413,909,3.9318256327243257,RL,60.0,9.200391041122515,0.0,Lvl,Inside,flat,SWISU,Norm,1Fam,1.5Fin,6,2.0794415416798357,3763600,Gable,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,778.0,9,7.306531398939505,0.0,2,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Detchd,Unf,240.0,TA,5.817111159963204,7,2009,11.845827048676645,0,0,1,1,0,1,0,Vinyl,69.0,1.0,1,0.0
414,414,892,3.044522437723423,RL,86.0,9.494541392591309,0.6931471805599453,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,9,1.791759469228055,4028049,Hip,Stone,5.831882477283517,1.791759469228055,PConc,25,0.6931471805599453,GLQ,7.118826249062078,464.0,25,7.4377951216719325,0.6931471805599453,2,0.0,3,0.6931471805599453,1.791759469228055,Typ,0.6931471805599453,4,Attchd,Fin,768.0,TA,5.793013608384144,2,2009,12.676079399771027,1,0,1,1,1,1,0,Aggregate,2.0,1.0,0,0.0
415,415,2045,4.2626798770413155,RL,107.0,9.46412951340478,0.0,Bnk,Inside,flat,Sawyer,Feedr,1Fam,2Story,7,2.1972245773362196,3751969,Gable,None,0.0,1.3862943611198906,CBlock,9,0.6931471805599453,ALQ,5.666426688112432,717.0,9,7.7266536648476425,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,1.0986122886681098,4,Attchd,Fin,498.0,TA,6.257667587882639,4,2007,12.296831574998258,0,0,1,1,0,1,0,Wood,70.0,1.0,1,0.0
416,416,2927,3.044522437723423,RL,74.0,9.092232283495854,0.6931471805599453,Low,Inside,sloped,Mitchel,Norm,1Fam,1Story,5,1.791759469228055,3932289,Gable,None,0.0,1.3862943611198906,CBlock,16,1.3862943611198906,BLQ,5.71042701737487,239.0,9,6.805722553416985,0.6931471805599453,1,0.0,2,0.6931471805599453,1.3862943611198906,Typ,0.0,0,Attchd,Unf,484.0,TA,5.10594547390058,6,2006,11.782960235741939,0,0,1,0,0,1,0,Wood,23.0,0.0,0,0.0
417,417,1732,4.110873864173311,RL,62.0,9.089076284483143,0.6931471805599453,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,4024036,Gable,None,0.0,1.6094379124341003,PConc,16,0.6931471805599453,Unf,0.0,738.0,25,7.310550158534422,0.0,2,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,4,Attchd,RFn,440.0,TA,4.61512051684126,3,2007,12.054819430660869,1,0,1,1,0,1,0,Vinyl,1.0,0.0,1,0.0
418,418,998,3.044522437723423,RL,53.0,9.556621486730899,0.6931471805599453,Lvl,Inside,flat,Gilbert,Norm,1Fam,1Story,5,1.791759469228055,3984016,Gable,None,0.0,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,6.111467339502679,898.0,16,7.233455418621439,0.6931471805599453,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Attchd,Unf,404.0,TA,0.0,11,2008,12.088982494773598,1,0,1,0,0,1,0,Wood,12.0,1.0,0,0.0
419,419,2203,4.2626798770413155,RL,53.0,8.812992231969966,0.0,Lvl,Inside,flat,Crawfor,Norm,1Fam,2Story,6,2.0794415416798357,3690241,Gable,None,0.0,1.3862943611198906,BrkTil,9,0.6931471805599453,Unf,0.0,585.0,9,7.270312886079025,0.0,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,4,Detchd,Unf,228.0,TA,5.220355825078324,4,2007,11.860062063178267,0,0,1,1,0,1,0,Vinyl,86.0,1.0,1,0.0
420,420,356,4.110873864173311,RL,60.0,8.922791623969637,0.0,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,3992004,Gable,None,0.0,1.6094379124341003,PConc,16,0.6931471805599453,GLQ,6.1675164908883415,476.0,16,7.400620577371135,0.6931471805599453,2,0.6931471805599453,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,3,Attchd,Fin,440.0,TA,0.0,10,2009,12.160033942617156,1,0,1,1,0,1,0,Vinyl,11.0,1.0,1,0.0
421,421,2475,3.044522437723423,RL,63.0,9.47830431356186,0.0,Lvl,Inside,flat,SawyerW,RRAe,1Fam,1Story,6,1.791759469228055,4016016,Gable,None,0.0,1.3862943611198906,PConc,16,0.6931471805599453,ALQ,6.848005274576363,217.0,25,7.055312843339752,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,0.0,0,Detchd,Unf,576.0,TA,0.0,5,2006,11.970356641102999,1,0,1,0,0,1,0,Vinyl,2.0,0.0,0,0.0
422,422,2264,3.044522437723423,RL,67.0,9.273972232220956,0.6931471805599453,HLS,Inside,flat,Timber,Norm,1Fam,1Story,8,1.791759469228055,4024036,Gable,Stone,5.616771097666572,1.6094379124341003,PConc,16,1.3862943611198906,Unf,0.0,1638.0,25,7.4067107301776405,0.0,2,0.0,3,0.6931471805599453,1.6094379124341003,Typ,0.6931471805599453,4,Attchd,RFn,870.0,TA,5.262690188904886,11,2007,12.424810506025395,1,0,1,1,1,1,0,Vinyl,1.0,1.0,0,0.0
423,423,2201,3.9318256327243257,RL,60.0,8.881975184248867,0.0,Lvl,Corner,flat,SWISU,Feedr,1Fam,1.5Fin,5,2.0794415416798357,3751969,Gable,BrkFace,5.53338948872752,1.3862943611198906,BrkTil,16,0.6931471805599453,ALQ,6.345636360828596,162.0,25,7.478169694159785,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,1.6094379124341003,Typ,1.0986122886681098,3,Detchd,Unf,240.0,TA,0.0,6,2007,12.07254696717504,1,0,1,1,1,1,0,Wood,70.0,1.0,1,0.0
424,424,2545,5.25227342804663,RL,80.0,9.082620630373812,0.0,Lvl,Inside,flat,NAmes,RRAn,2fmCon,1Story,6,2.0794415416798357,3861225,Hip,None,0.0,1.3862943611198906,PConc,9,1.0986122886681098,ALQ,6.804614520062624,34.0,25,7.356279876550748,0.6931471805599453,2,0.0,3,0.6931471805599453,1.6094379124341003,Min1,1.0986122886681098,3,Attchd,RFn,299.0,TA,5.303304908059076,6,2006,12.132969552931216,1,0,1,1,0,1,1,Brick,41.0,1.0,0,0.0
425,425,2660,4.330733340286331,RM,60.0,9.287394001418473,0.0,Lvl,Inside,flat,OldTown,Norm,1Fam,2.5Unf,7,2.0794415416798357,3663396,Gable,None,0.0,1.3862943611198906,BrkTil,16,1.0986122886681098,Rec,5.968707559985366,490.0,4,7.478169694159785,0.0,1,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,Typ,1.0986122886681098,3,Detchd,Unf,320.0,TA,0.0,10,2006,12.001511614739405,1,0,1,1,0,1,0,Wood,92.0,1.0,1,0.0
426,426,2882,5.25227342804663,C (all),50.0,9.105090961257085,0.0,Lvl,Inside,flat,IDOTRR,Norm,2fmCon,1.5Fin,5,1.9459101490553132,3806401,Gable,None,0.0,1.0986122886681098,CBlock,9,1.0986122886681098,Unf,0.0,660.0,9,7.242082359256962,0.0,2,0.0,4,1.0986122886681098,1.3862943611198906,Min2,0.0,0,None,None,0.0,None,0.0,10,2006,11.652696102959753,0,0,0,0,0,1,0,Wood,55.0,0.0,1,0.0
427,427,1379,4.394449154672439,RL,80.0,9.473857817428666,0.0,Lvl,Inside,flat,Sawyer,Norm,1Fam,SLvl,6,1.791759469228055,3912484,Gable,BrkFace,3.6888794541139363,1.3862943611198906,CBlock,9,1.3862943611198906,ALQ,6.270988431858299,480.0,9,7.00033446027523,0.6931471805599453,1,0.0,3,0.6931471805599453,1.3862943611198906,Typ,0.6931471805599453,2,Attchd,Unf,484.0,TA,5.1298987149230735,12,2008,11.967187086434018,0,0,1,1,1,1,0,Wood,30.0,0.0,0,0.0
